Balance,RiskBudget,MeanDistortion,MedianDistortion,MaxDistortion,MinDistortion,PctTradesDistorted,MeanActualRiskPct,MaxActualRiskPct,MarginPassPct,Executable
890,4.45,2.8993160723009304,2.490561797752828,7.747640449438172,0.6465168539326758,95.65217391304348,1.4496580361504652,3.873820224719086,100.0,True
900,4.5,2.8671014492753644,2.4628888888889073,7.661555555555524,0.6393333333334239,95.25691699604744,1.4335507246376822,3.830777777777762,100.0,True
910,4.55,2.835594839942668,2.435824175824194,7.577362637362607,0.6323076923077818,95.25691699604744,1.417797419971334,3.7886813186813035,100.0,True
920,4.6000000000000005,2.8047731568998127,2.4093478260869747,7.49499999999997,0.6254347826087843,95.12516469038208,1.4023865784499063,3.747499999999985,100.0,True
930,4.65,2.7746143057503527,2.3834408602150714,7.414408602150507,0.6187096774194424,94.72990777338603,1.3873071528751764,3.7072043010752536,100.0,True
940,4.7,2.745097132284924,2.3580851063829966,7.335531914893588,0.6121276595745547,94.46640316205533,1.372548566142462,3.667765957446794,100.0,True
950,4.75,2.716201372997714,2.3332631578947547,7.258315789473656,0.6056842105264016,94.20289855072464,1.358100686498857,3.629157894736828,100.0,True
960,4.8,2.687907608695654,2.3089583333333508,7.182708333333304,0.5993750000000849,93.93939393939394,1.343953804347827,3.591354166666652,100.0,True
970,4.8500000000000005,2.6601972209771425,2.285154639175275,7.108659793814405,0.5931958762887438,93.93939393939394,1.3300986104885713,3.5543298969072024,100.0,True
980,4.9,2.6330523513753343,2.261836734693895,7.0361224489795635,0.5871428571429402,93.54413702239789,1.3165261756876672,3.5180612244897818,100.0,True
990,4.95,2.6064558629776036,2.238989898989916,6.965050505050477,0.5812121212122036,93.41238471673255,1.3032279314888018,3.4825252525252384,100.0,True
1000,5.0,2.5803913043478275,2.216600000000017,6.895399999999972,0.5754000000000815,93.41238471673255,1.2901956521739137,3.447699999999986,100.0,True
1100,5.5,2.345810276679843,2.015090909090924,6.268545454545429,0.5230909090909831,91.9631093544137,1.1729051383399216,3.1342727272727147,100.0,True
1200,6.0,2.1509578392621886,1.8471666666666806,5.746166666666644,0.5178333333333285,88.80105401844533,1.0754789196310943,2.873083333333322,100.0,True
1300,6.5,1.9893473193473212,1.7050769230769358,5.304153846153826,0.5121538461538037,85.63899868247694,0.9946736596736606,2.652076923076913,100.0,True
1400,7.0,1.8498012422360264,1.5832857142857264,4.925285714285694,0.5045714285714504,81.55467720685112,0.9249006211180132,2.462642857142847,100.0,True
1500,7.5,1.7316525252525268,1.4777333333333444,4.596933333333315,0.501466666666723,77.2068511198946,0.8658262626262634,2.2984666666666573,100.0,True
1600,8.0,1.6272083333333345,1.3853750000000105,4.309624999999983,0.5003749999999627,72.33201581027669,0.8136041666666672,2.1548124999999914,100.0,True
1700,8.5,1.5346821669379231,1.3038823529411863,4.056117647058807,0.5145882352940937,68.77470355731225,0.7673410834689616,2.0280588235294035,100.0,True
1800,9.0,1.4537338603425571,1.2314444444444537,3.830777777777762,0.5102222222221827,64.03162055335969,0.7268669301712786,1.915388888888881,100.0,True
1900,9.5,1.383692115664657,1.1666315789473773,3.629157894736828,0.5022105263157611,59.81554677206851,0.6918460578323286,1.814578947368414,100.0,True
